symbol,timeframe,signal_bartime,direction,status,skip_reason,entry_time,exit_time,entry_price,sl_price,r_result,gross_r,cost_r,bar_mae_r,bar_mfe_r,holding_bars,ambiguous_bars,tp_hits,sl_leg_hits,reverse_leg_hits,exit_reasons,leg_count
US30,H4,2017-11-20 11:00:00,BUY,closed,,2017-11-20 15:00:00,2017-11-21 14:00:00,23423.0,23327.0,1.3861328863013114,1.3861328863013114,0.0,0.08333333333333333,2.1041666666666665,7,0,[1],0,0,['tp'],1
US30,H4,2017-11-24 06:00:00,SELL,closed,,2017-11-24 10:00:00,2017-11-24 10:00:00,23526.0,23566.0,-1.0,-1.0,0.0,1.675,0.125,1,0,[],1,0,['sl'],1
US30,H4,2017-11-24 14:00:00,BUY,reversed,,2017-11-24 18:00:00,2017-11-26 23:00:00,23563.0,23544.0,0.15789473684210525,0.15789473684210525,0.0,0.8421052631578947,0.47368421052631576,1,0,[],0,1,['reverse_signal'],1
US30,H4,2017-11-24 18:00:00,SELL,reversed,,2017-11-26 23:00:00,2017-11-27 11:00:00,23566.0,23582.0,-0.4375,-0.4375,0.0,0.6875,3.75,3,0,[],0,1,['reverse_signal'],1
US30,H4,2017-11-27 07:00:00,BUY,closed,,2017-11-27 11:00:00,2017-11-28 14:00:00,23573.0,23518.0,1.791138602796987,1.791138602796987,0.0,0.7272727272727273,3.5090909090909093,8,0,[1],0,0,['tp'],1
US30,H4,2017-12-05 14:00:00,SELL,reversed,,2017-12-05 18:00:00,2017-12-07 18:00:00,24266.0,24404.0,-0.050724637681159424,-0.050724637681159424,0.0,0.2391304347826087,1.2463768115942029,12,0,[],0,1,['reverse_signal'],1
US30,H4,2017-12-07 14:00:00,BUY,closed,,2017-12-07 18:00:00,2017-12-12 10:00:00,24273.0,24084.0,1.1180951274883424,1.1180951274883424,0.0,0.4656084656084656,1.17989417989418,17,0,[1],0,0,['tp'],1
US30,H4,2017-12-14 18:00:00,SELL,closed,,2017-12-14 22:00:00,2017-12-15 10:00:00,24545.0,24625.0,-1.0,-1.0,0.0,1.4,0.0125,4,0,[],1,0,['sl'],1
US30,H4,2017-12-15 14:00:00,BUY,closed,,2017-12-15 18:00:00,2017-12-18 07:00:00,24682.0,24617.0,2.0019506777172724,2.0019506777172724,0.0,0.6615384615384615,2.1384615384615384,4,0,[1],0,0,['tp'],1
US30,H4,2017-12-20 14:00:00,SELL,reversed,,2017-12-20 18:00:00,2017-12-21 18:00:00,24784.0,24895.0,-0.6576576576576577,-0.6576576576576577,0.0,0.7747747747747747,0.6126126126126126,6,0,[],0,1,['reverse_signal'],1
US30,H4,2017-12-21 14:00:00,BUY,reversed,,2017-12-21 18:00:00,2017-12-22 14:00:00,24857.0,24774.0,-0.9879518072289156,-0.9879518072289156,0.0,0.9879518072289156,0.0963855421686747,5,0,[],0,1,['reverse_signal'],1
US30,H4,2017-12-22 10:00:00,SELL,closed,,2017-12-22 14:00:00,2017-12-27 14:00:00,24775.0,24831.0,-1.0,-1.0,0.0,1.125,0.5892857142857143,3,0,[],1,0,['sl'],1
US30,H4,2017-12-27 22:00:00,BUY,closed,,2017-12-28 02:00:00,2017-12-29 14:00:00,24818.0,24801.0,-1.0,-1.0,0.0,1.4705882352941178,5.235294117647059,10,0,[],1,0,['sl'],1
US30,H4,2017-12-29 14:00:00,SELL,reversed,,2017-12-29 18:00:00,2018-01-02 14:00:00,24819.0,24910.0,-0.5274725274725275,-0.5274725274725275,0.0,0.6703296703296703,0.8021978021978022,5,0,[],0,1,['reverse_signal'],1
US30,H4,2018-01-02 10:00:00,BUY,closed,,2018-01-02 14:00:00,2018-01-02 14:00:00,24867.0,24754.0,-1.0,-1.0,0.0,1.0973451327433628,0.1592920353982301,1,0,[],1,0,['sl'],1
US30,H4,2018-01-02 14:00:00,SELL,reversed,,2018-01-02 18:00:00,2018-01-02 22:00:00,24763.0,24895.0,-0.3181818181818182,-0.3181818181818182,0.0,0.49242424242424243,0.015151515151515152,1,0,[],0,1,['reverse_signal'],1
US30,H4,2018-01-02 18:00:00,BUY,closed,,2018-01-02 22:00:00,2018-01-04 06:00:00,24805.0,24751.0,3.200191053820904,3.200191053820904,0.0,0.16666666666666666,3.425925925925926,9,0,[1],0,0,['tp'],1
US30,H4,2018-01-19 02:00:00,SELL,closed,,2018-01-19 06:00:00,2018-01-19 06:00:00,25970.0,26019.0,-1.0,-1.0,0.0,1.7755102040816326,0.5510204081632653,1,0,[],1,0,['sl'],1
US30,H4,2018-01-22 15:00:00,BUY,closed,,2018-01-22 19:00:00,2018-01-24 14:00:00,26162.0,26050.0,1.8090769562424416,1.8090769562424416,0.0,0.25,2.3035714285714284,12,0,[1],0,0,['tp'],1
US30,H4,2018-01-29 19:00:00,SELL,closed,,2018-01-29 22:00:00,2018-01-30 02:00:00,26488.0,26584.0,2.341706480564691,2.341706480564691,0.0,0.34375,3.3854166666666665,2,0,[1],0,0,['tp'],1
US30,H4,2018-02-01 14:00:00,BUY,reversed,,2018-02-01 18:00:00,2018-02-02 06:00:00,26289.0,25955.0,-0.46706586826347307,-0.46706586826347307,0.0,0.6167664670658682,0.10479041916167664,3,0,[],0,1,['reverse_signal'],1
US30,H4,2018-02-02 02:00:00,SELL,closed,,2018-02-02 06:00:00,2018-02-02 06:00:00,26133.0,26181.0,-1.0,-1.0,0.0,1.1458333333333333,2.9791666666666665,1,0,[],1,0,['sl'],1
US30,H4,2018-02-07 14:00:00,BUY,closed,,2018-02-07 18:00:00,2018-02-07 22:00:00,25097.0,24734.0,-1.0,-1.0,0.0,1.5509641873278237,0.24242424242424243,2,0,[],1,0,['sl'],1
US30,H4,2018-02-08 14:00:00,SELL,closed,,2018-02-08 18:00:00,2018-02-09 18:00:00,24305.0,24966.0,1.3340516401062257,1.3340516401062257,0.0,0.3615733736762481,1.4341906202723147,7,0,[1],0,0,['tp'],1
US30,H4,2018-02-12 07:00:00,BUY,closed,,2018-02-12 11:00:00,2018-02-12 11:00:00,24488.0,24299.0,-1.0,-1.0,0.0,1.17989417989418,0.4021164021164021,1,0,[],1,0,['sl'],1
US30,H4,2018-02-19 22:00:00,SELL,closed,,2018-02-20 02:00:00,2018-02-21 18:00:00,25127.0,25252.0,-1.0,-1.0,0.0,1.232,2.624,11,1,[],1,0,['sl'],1
US30,H4,2018-02-22 14:00:00,BUY,closed,,2018-02-22 18:00:00,2018-02-26 07:00:00,25036.0,24854.0,2.401386583076101,2.401386583076101,0.0,0.7142857142857143,2.802197802197802,10,0,[1],0,0,['tp'],1
US30,H4,2018-02-28 02:00:00,SELL,closed,,2018-02-28 06:00:00,2018-02-28 06:00:00,25422.0,25483.0,-1.0,-1.0,0.0,1.7868852459016393,0.36065573770491804,1,0,[],1,0,['sl'],1
US30,H4,2018-03-05 15:00:00,BUY,reversed,,2018-03-05 19:00:00,2018-03-07 06:00:00,24833.0,24390.0,-0.7110609480812641,-0.7110609480812641,0.0,0.909706546275395,0.5485327313769752,9,0,[],0,1,['reverse_signal'],1
US30,H4,2018-03-07 02:00:00,SELL,closed,,2018-03-07 06:00:00,2018-03-07 10:00:00,24518.0,24649.0,-1.0,-1.0,0.0,1.1984732824427482,0.5877862595419847,2,0,[],1,0,['sl'],1
US30,H4,2018-03-07 18:00:00,BUY,closed,,2018-03-07 22:00:00,2018-03-09 18:00:00,24800.0,24540.0,2.0716196581177706,2.0716196581177706,0.0,0.3076923076923077,2.1538461538461537,12,0,[1],0,0,['tp'],1
US30,H4,2018-03-13 17:00:00,SELL,reversed,,2018-03-13 21:00:00,2018-03-16 17:00:00,24976.0,25267.0,-0.17869415807560138,-0.17869415807560138,0.0,0.6597938144329897,1.006872852233677,17,0,[],0,1,['reverse_signal'],1
US30,H4,2018-03-16 13:00:00,BUY,closed,,2018-03-16 17:00:00,2018-03-18 22:00:00,25028.0,24860.0,-1.0,-1.0,0.0,1.005952380952381,0.05952380952380952,2,0,[],1,0,['sl'],1
US30,H4,2018-03-19 06:00:00,SELL,closed,,2018-03-19 10:00:00,2018-03-19 14:00:00,24841.0,24934.0,2.772866841750847,2.772866841750847,0.0,0.44086021505376344,3.967741935483871,2,0,[1],0,0,['tp'],1
