symbol,timeframe,signal_bartime,direction,status,skip_reason,entry_time,exit_time,entry_price,sl_price,r_result,gross_r,cost_r,bar_mae_r,bar_mfe_r,holding_bars,ambiguous_bars,tp_hits,sl_leg_hits,leg_count
US30,H4,2021-10-28 17:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-11-09 14:00:00,SELL,closed,,2021-11-09 18:00:00,2021-11-15 11:00:00,36250.0,36448.57269739241,0.3333333333333333,0.3333333333333333,0.0,0.5338095387329492,1.6316442504667505,23,0,[1],2,3
US30,H4,2021-11-12 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-11-16 02:00:00,SELL,closed,,2021-11-16 06:00:00,2021-11-16 14:00:00,36085.0,36233.39900886604,-1.0,-1.0,0.0,1.6374772436610512,0.3234522950441583,3,0,[],3,3
US30,H4,2021-11-16 10:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-11-17 06:00:00,SELL,closed,,2021-11-17 10:00:00,2021-11-18 14:00:00,36119.0,36256.72635982414,2.0,2.0,0.0,0.12343316139123166,3.3254345833637706,8,0,"[1, 2, 3]",0,3
US30,H4,2021-11-22 11:00:00,BUY,closed,,2021-11-22 15:00:00,2021-11-22 19:00:00,35890.0,35670.94466370772,-1.0,-1.0,0.0,1.3558217983958183,0.2373829411332746,2,0,[],3,3
US30,H4,2021-11-22 22:00:00,SELL,closed,,2021-11-23 02:00:00,2021-11-24 22:00:00,35655.0,35899.58833218165,-1.0,-1.0,0.0,1.0507451345190546,0.9117360505748995,12,0,[],3,3
US30,H4,2021-11-23 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-11-24 10:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-11-24 14:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-11-25 22:00:00,SELL,closed,,2021-11-26 02:00:00,2021-11-26 06:00:00,35543.0,35745.94729806305,2.0,2.0,0.0,0.009854775200695852,3.340768793035894,2,0,"[1, 2, 3]",0,3
US30,H4,2021-12-02 18:00:00,BUY,closed,,2021-12-02 22:00:00,2021-12-12 23:00:00,34742.0,34283.23401169139,2.0,2.0,0.0,0.9830720051038639,3.108338534984723,37,0,"[1, 2, 3]",0,3
US30,H4,2021-12-13 11:00:00,SELL,closed,,2021-12-13 15:00:00,2021-12-15 18:00:00,35771.0,36036.471489922,0.3333333333333333,0.3333333333333333,0.0,0.8400148734070195,1.3523109397000896,14,0,[1],2,3
US30,H4,2021-12-15 18:00:00,BUY,closed,,2021-12-15 22:00:00,2021-12-17 14:00:00,35972.0,35626.60238253306,-1.0,-1.0,0.0,1.9340029178514646,0.7614412685552922,11,0,[],3,3
US30,H4,2021-12-17 10:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-12-21 14:00:00,BUY,closed,,2021-12-21 18:00:00,2021-12-30 14:00:00,35514.0,35151.976859787486,2.0,2.0,0.0,0.3480440502395396,3.3008939685416654,36,0,"[1, 2, 3]",0,3
US30,H4,2021-12-30 18:00:00,SELL,closed,,2021-12-30 22:00:00,2022-01-04 02:00:00,36439.0,36622.884851406714,-1.0,-1.0,0.0,1.245344563449117,0.9951880135859756,14,0,[],3,3
US30,H4,2022-01-03 07:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-01-03 11:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-01-03 19:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-01-05 18:00:00,SELL,closed,,2022-01-05 22:00:00,2022-01-12 14:00:00,36447.0,36760.14129408254,1.0,1.0,0.0,0.32892499950150533,2.5355965980989827,29,0,"[1, 2]",1,3
US30,H4,2022-01-11 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-01-13 18:00:00,SELL,closed,,2022-01-13 22:00:00,2022-01-19 02:00:00,36156.0,36465.36430974138,2.0,2.0,0.0,0.2973840132913499,3.171018663465372,19,0,"[1, 2, 3]",0,3
US30,H4,2022-01-25 22:00:00,BUY,closed,,2022-01-26 02:00:00,2022-02-14 19:00:00,34314.0,33597.90352150194,1.0,1.0,0.0,0.9328351975715087,2.182666787132138,83,0,"[1, 2]",1,3
US30,H4,2022-01-26 22:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-01-27 10:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-01-28 10:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-01-28 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-02-03 18:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-02-08 14:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-02-10 18:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-02-15 18:00:00,BUY,closed,,2022-02-15 22:00:00,2022-02-17 14:00:00,34951.0,34548.47654509928,-1.0,-1.0,0.0,1.2943345130745216,0.486928146953179,11,0,[],3,3
US30,H4,2022-02-16 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-02-16 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-02-17 06:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-02-25 10:00:00,BUY,closed,,2022-02-25 14:00:00,2022-02-27 23:00:00,33370.0,32782.935225402376,0.3333333333333333,0.3333333333333333,0.0,0.16011861734410465,1.2315506419126347,3,0,[1],2,3
US30,H4,2022-03-01 14:00:00,SELL,closed,,2022-03-01 18:00:00,2022-03-02 14:00:00,33327.0,33910.49635044283,-1.0,-1.0,0.0,1.0625602020123448,0.3890341384787133,6,0,[],3,3
US30,H4,2022-03-02 14:00:00,BUY,closed,,2022-03-02 18:00:00,2022-03-03 22:00:00,33917.0,33396.82303670952,-1.0,-1.0,0.0,1.2726438245407614,0.503674746268398,8,0,[],3,3
US30,H4,2022-03-03 22:00:00,SELL,closed,,2022-03-04 02:00:00,2022-03-11 10:00:00,33643.0,34216.615461033485,1.0,1.0,0.0,0.2405792893925224,2.2732999519409365,33,0,"[1, 2]",1,3
US30,H4,2022-03-09 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-03-10 10:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-03-10 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-03-11 18:00:00,SELL,closed,,2022-03-13 22:00:00,2022-03-15 17:00:00,33016.0,33516.73090329179,-1.0,-1.0,0.0,1.2401870863522968,0.6410628900468394,12,0,[],3,3
US30,H4,2022-03-14 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-03-14 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-03-15 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-03-23 13:00:00,SELL,closed,,2022-03-23 17:00:00,2022-03-24 17:00:00,34507.0,34745.16429641249,-1.0,-1.0,0.0,1.1294724022533693,0.7263893144603454,7,0,[],3,3
US30,H4,2022-03-24 17:00:00,BUY,closed,,2022-03-24 21:00:00,2022-03-31 17:00:00,34752.0,34485.40484694499,1.0,1.0,0.0,0.6939360970370972,2.4456558663145262,30,0,"[1, 2]",1,3
US30,H4,2022-03-31 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-04-05 05:00:00,BUY,closed,,2022-04-05 09:00:00,2022-04-05 17:00:00,34930.0,34756.453481123324,0.3333333333333333,0.3333333333333333,0.0,2.0513231974014876,1.1120937558946267,3,0,[1],2,3
US30,H4,2022-04-05 17:00:00,SELL,closed,,2022-04-05 21:00:00,2022-04-07 17:00:00,34700.0,34998.915817664856,0.3333333333333333,0.3333333333333333,0.0,0.06356304644039534,1.6927842894126341,12,0,[1],2,3
US30,H4,2022-04-08 05:00:00,BUY,closed,,2022-04-08 09:00:00,2022-04-11 18:00:00,34702.0,34426.418952171,-1.0,-1.0,0.0,1.5131664651291652,0.8091993326709924,9,0,[],3,3
US30,H4,2022-04-11 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-04-13 17:00:00,BUY,closed,,2022-04-13 21:00:00,2022-04-14 17:00:00,34576.0,34250.59941306133,0.3333333333333333,0.3333333333333333,0.0,0.3841419008367075,1.004915212588827,6,0,[1],2,3
US30,H4,2022-04-17 22:00:00,SELL,closed,,2022-04-18 02:00:00,2022-04-19 13:00:00,34376.0,34693.12588436996,-1.0,-1.0,0.0,1.6649539694591156,0.2554190748602052,10,0,[],3,3
US30,H4,2022-04-18 14:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-04-19 05:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-04-19 13:00:00,BUY,closed,,2022-04-19 17:00:00,2022-04-21 17:00:00,34835.0,34479.1081481391,0.3333333333333333,0.3333333333333333,0.0,0.23602675801870165,1.933171541867461,13,0,[1],2,3
US30,H4,2022-04-21 17:00:00,SELL,closed,,2022-04-21 21:00:00,2022-04-24 22:00:00,34781.0,35146.931000703175,2.0,2.0,0.0,0.12570675868293807,3.366754928203907,7,0,"[1, 2, 3]",0,3
US30,H4,2022-04-28 05:00:00,BUY,closed,,2022-04-28 09:00:00,2022-04-28 13:00:00,33720.0,33306.117946620005,-1.0,-1.0,0.0,1.1114277515620197,0.2851053797485181,2,0,[],3,3
US30,H4,2022-04-29 13:00:00,SELL,closed,,2022-04-29 17:00:00,2022-05-04 17:00:00,33369.0,33808.5378041608,1.0,1.0,0.0,1.7404646261556522,2.061256145486302,19,0,"[1, 2]",1,3
US30,H4,2022-05-04 05:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-05-05 13:00:00,SELL,closed,,2022-05-05 17:00:00,2022-05-12 17:00:00,33062.0,33662.87501906072,2.0,2.0,0.0,0.23632202287586068,3.045558463822712,31,0,"[1, 2, 3]",0,3
US30,H4,2022-05-13 09:00:00,BUY,closed,,2022-05-13 13:00:00,2022-05-18 13:00:00,32061.0,31656.226222906032,0.3333333333333333,0.3333333333333333,0.0,0.671980289713421,1.7466546501006937,19,0,[1],2,3
US30,H4,2022-05-18 13:00:00,SELL,closed,,2022-05-18 17:00:00,2022-05-23 14:00:00,31885.0,32335.515945331896,1.0,1.0,0.0,0.19311192178982034,2.770157222916043,18,0,"[1, 2]",1,3
US30,H4,2022-05-23 10:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-06-01 13:00:00,SELL,closed,,2022-06-01 17:00:00,2022-06-02 17:00:00,32653.0,33096.196348272686,-1.0,-1.0,0.0,1.4282608655668192,0.3158870792722823,7,0,[],3,3
US30,H4,2022-06-02 17:00:00,BUY,closed,,2022-06-02 21:00:00,2022-06-03 17:00:00,33263.0,32845.89872038273,-1.0,-1.0,0.0,1.0213346753356707,0.1558374504620155,6,0,[],3,3
US30,H4,2022-06-03 09:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-06-06 06:00:00,BUY,closed,,2022-06-06 10:00:00,2022-06-06 14:00:00,33154.0,32882.955899471875,-1.0,-1.0,0.0,1.025663349463508,0.3357387223064001,2,0,[],3,3
US30,H4,2022-06-06 18:00:00,SELL,closed,,2022-06-06 21:00:00,2022-06-10 09:00:00,32933.0,33254.5705794704,2.0,2.0,0.0,0.8613972100812156,3.5451004313811763,22,0,"[1, 2, 3]",0,3
US30,H4,2022-06-07 17:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-06-08 17:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-06-20 21:00:00,BUY,closed,,2022-06-21 01:00:00,2022-06-22 05:00:00,30248.0,29940.744760861606,0.3333333333333333,0.3333333333333333,0.0,0.6671977362366918,1.422270296270411,8,0,[1],2,3
US30,H4,2022-06-22 05:00:00,SELL,closed,,2022-06-22 09:00:00,2022-06-22 13:00:00,30125.0,30448.326614661564,-1.0,-1.0,0.0,1.827873033646233,0.08041404208934358,2,0,[],3,3
US30,H4,2022-06-22 13:00:00,BUY,closed,,2022-06-22 17:00:00,2022-06-28 13:00:00,30614.0,30184.470966616598,2.0,2.0,0.0,0.7589708137587272,3.0242425983821675,24,0,"[1, 2, 3]",0,3
US30,H4,2022-06-23 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-06-23 17:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-06-28 17:00:00,SELL,closed,,2022-06-28 21:00:00,2022-07-01 17:00:00,31009.0,31458.29057665334,0.3333333333333333,0.3333333333333333,0.0,0.4073087874736298,1.2441836732117981,18,0,[1],2,3
US30,H4,2022-07-01 17:00:00,BUY,closed,,2022-07-03 22:00:00,2022-07-05 13:00:00,31092.0,30589.99563533623,-1.0,-1.0,0.0,1.4282744343870928,0.342626503088675,10,0,[],3,3
US30,H4,2022-07-05 09:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-07-05 21:00:00,BUY,closed,,2022-07-06 01:00:00,2022-07-12 01:00:00,31034.0,30628.074769095037,0.3333333333333333,0.3333333333333333,0.0,0.6134134590374779,1.2268269180749558,25,0,[1],2,3
US30,H4,2022-07-06 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-07-06 17:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-07-11 18:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-07-12 13:00:00,BUY,closed,,2022-07-12 17:00:00,2022-07-12 17:00:00,31340.0,31038.83653300259,-1.0,-1.0,0.0,1.5440119767382068,0.11289549937440652,1,0,[],3,3
US30,H4,2022-07-12 17:00:00,SELL,closed,,2022-07-12 21:00:00,2022-07-15 13:00:00,31022.0,31412.630773597924,1.0,1.0,0.0,0.8550273623444363,2.2169272329050353,17,0,"[1, 2]",1,3
US30,H4,2022-07-15 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-07-22 17:00:00,SELL,closed,,2022-07-24 22:00:00,2022-07-27 17:00:00,31874.0,32162.468057923797,-1.0,-1.0,0.0,1.6778287463905444,0.6066529558230274,18,0,[],3,3
US30,H4,2022-07-27 05:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-07-27 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-07-27 17:00:00,BUY,closed,,2022-07-27 21:00:00,2022-08-08 10:00:00,32198.0,31896.810744423303,2.0,2.0,0.0,0.6972360272211767,3.07447886288957,46,0,"[1, 2, 3]",0,3
US30,H4,2022-08-02 17:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-08-03 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-08-04 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-08-08 02:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-08-09 17:00:00,SELL,closed,,2022-08-09 21:00:00,2022-08-10 09:00:00,32805.0,33011.79692841032,-1.0,-1.0,0.0,2.137362500486492,0.3675102942012972,4,0,[],3,3
US30,H4,2022-08-10 09:00:00,BUY,closed,,2022-08-10 13:00:00,2022-08-16 13:00:00,33190.0,32925.192778123135,2.0,2.0,0.0,0.04909231669687994,3.8065427100349982,25,0,"[1, 2, 3]",0,3
US30,H4,2022-08-18 13:00:00,SELL,closed,,2022-08-18 17:00:00,2022-08-22 14:00:00,33872.0,34078.131965624,2.0,2.0,0.0,0.8926320546306176,3.9198190225083644,12,0,"[1, 2, 3]",0,3
US30,H4,2022-08-25 05:00:00,BUY,closed,,2022-08-25 09:00:00,2022-08-25 13:00:00,33185.0,32968.53504955264,-1.0,-1.0,0.0,1.339708804592488,0.050816540863852996,2,0,[],3,3
US30,H4,2022-08-26 13:00:00,SELL,closed,,2022-08-26 17:00:00,2022-08-31 21:00:00,32681.0,33112.21222782085,2.0,2.0,0.0,0.037104699189206156,3.07505194530546,20,0,"[1, 2, 3]",0,3
US30,H4,2022-09-02 09:00:00,BUY,closed,,2022-09-02 13:00:00,2022-09-02 17:00:00,31846.0,31562.4475337458,-1.0,-1.0,0.0,2.3628784078335388,0.6277497859617461,2,0,[],3,3
US30,H4,2022-09-05 02:00:00,SELL,closed,,2022-09-05 06:00:00,2022-09-07 13:00:00,31350.0,31677.503890177722,0.3333333333333333,0.3333333333333333,0.0,0.7511361158687496,1.1267041738031243,14,0,[1],2,3
US30,H4,2022-09-05 21:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-09-06 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-09-07 13:00:00,BUY,closed,,2022-09-07 17:00:00,2022-09-12 10:00:00,31426.0,31092.457236085043,2.0,2.0,0.0,0.365770189609349,3.1180409606042865,17,0,"[1, 2, 3]",0,3
US30,H4,2022-09-13 09:00:00,SELL,closed,,2022-09-13 13:00:00,2022-09-16 09:00:00,31871.0,32286.353817687286,2.0,2.0,0.0,0.12278688151699414,3.1346768575514976,18,0,"[1, 2, 3]",0,3
US30,H4,2022-09-19 18:00:00,BUY,closed,,2022-09-19 21:00:00,2022-09-20 13:00:00,31079.0,30702.776423914474,-1.0,-1.0,0.0,1.3343129774671063,0.28440535575494097,5,0,[],3,3
US30,H4,2022-09-20 13:00:00,SELL,closed,,2022-09-20 17:00:00,2022-09-21 17:00:00,30701.0,31022.957741411705,-1.0,-1.0,0.0,1.1181591671673723,1.7579946906020352,7,1,[],3,3
US30,H4,2022-09-21 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-09-21 17:00:00,SELL,closed,,2022-09-21 21:00:00,2022-09-30 17:00:00,30201.0,30690.806958531703,2.0,2.0,0.0,0.4695727490060012,3.00730721428626,42,0,"[1, 2, 3]",0,3
US30,H4,2022-09-28 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-09-29 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-09-30 05:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-09-30 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-10-03 14:00:00,BUY,closed,,2022-10-03 18:00:00,2022-10-07 13:00:00,29454.0,28984.39276100405,1.0,1.0,0.0,0.24488549249342248,2.18054560272404,24,0,"[1, 2]",1,3
US30,H4,2022-10-06 17:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-10-11 13:00:00,BUY,closed,,2022-10-11 17:00:00,2022-10-11 17:00:00,29582.0,29116.074875531922,-1.0,-1.0,0.0,1.006599505736962,0.04721788726271464,1,0,[],3,3
US30,H4,2022-10-13 09:00:00,SELL,closed,,2022-10-13 13:00:00,2022-10-13 13:00:00,28782.0,29295.063456046224,-1.0,-1.0,0.0,2.2843178288932933,0.2611762705389943,1,0,[],3,3
US30,H4,2022-10-13 13:00:00,BUY,closed,,2022-10-13 17:00:00,2022-10-27 13:00:00,29873.0,29070.74923516302,2.0,2.0,0.0,0.30289781032415547,3.128697546969672,60,0,"[1, 2, 3]",0,3
US30,H4,2022-10-20 05:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-10-21 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-11-02 09:00:00,SELL,closed,,2022-11-02 13:00:00,2022-11-02 17:00:00,32591.0,32828.59599483507,-1.0,-1.0,0.0,2.011818424514291,2.0959949276320438,2,2,[],3,3
US30,H4,2022-11-04 17:00:00,BUY,closed,,2022-11-06 23:00:00,2022-11-11 02:00:00,32170.0,31614.050398055166,2.0,2.0,0.0,0.016188517751458072,3.0920068905284923,26,0,"[1, 2, 3]",0,3
US30,H4,2022-11-09 18:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-11-10 10:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-11-15 14:00:00,SELL,closed,,2022-11-15 18:00:00,2022-11-16 06:00:00,33675.0,34030.88928488732,0.3333333333333333,0.3333333333333333,0.0,0.08429587872952761,1.0171702700029666,4,0,[1],2,3
US30,H4,2022-11-18 06:00:00,BUY,closed,,2022-11-18 10:00:00,2022-11-30 14:00:00,33599.0,33304.5396220837,1.0,1.0,0.0,0.22074277177785867,2.6726855598334582,50,0,"[1, 2]",1,3
US30,H4,2022-11-27 23:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-11-30 18:00:00,BUY,closed,,2022-11-30 22:00:00,2022-12-02 10:00:00,34569.0,34088.85835634034,-1.0,-1.0,0.0,1.4120833069846874,0.1916101242516095,10,0,[],3,3
US30,H4,2022-12-02 10:00:00,SELL,closed,,2022-12-02 14:00:00,2022-12-02 14:00:00,34004.0,34350.388036366545,-1.0,-1.0,0.0,1.0479576714245307,0.28869357339518753,1,0,[],3,3
US30,H4,2022-12-05 03:00:00,BUY,closed,,2022-12-05 07:00:00,2022-12-05 15:00:00,34403.0,34115.182660304265,-1.0,-1.0,0.0,1.7059430836205283,0.0,3,0,[],3,3
US30,H4,2022-12-05 11:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-12-08 14:00:00,BUY,closed,,2022-12-08 18:00:00,2022-12-09 18:00:00,33759.0,33501.90643092264,-1.0,-1.0,0.0,1.2018970412558962,0.6612378544126291,7,0,[],3,3
US30,H4,2022-12-09 18:00:00,SELL,closed,,2022-12-11 23:00:00,2022-12-12 15:00:00,33479.0,33795.52343085777,-1.0,-1.0,0.0,1.0583734641450016,0.6255461071662994,5,0,[],3,3
US30,H4,2022-12-12 15:00:00,BUY,closed,,2022-12-12 19:00:00,2022-12-13 10:00:00,33779.0,33512.33648217653,2.0,2.0,0.0,0.135001594120691,4.357551454673414,5,0,"[1, 2, 3]",0,3
US30,H4,2022-12-15 06:00:00,SELL,closed,,2022-12-15 10:00:00,2022-12-20 02:00:00,33702.0,34103.87395061369,2.0,2.0,0.0,0.1443238605324621,3.0581728378344124,17,0,"[1, 2, 3]",0,3
US30,H4,2022-12-20 18:00:00,BUY,closed,,2022-12-20 22:00:00,2022-12-22 14:00:00,32950.0,32612.66320444497,0.3333333333333369,0.3333333333333369,0.0,0.7529566989040896,1.5118421907129358,11,0,[1],2,3
US30,H4,2022-12-22 14:00:00,SELL,closed,,2022-12-22 18:00:00,2022-12-22 18:00:00,32719.0,33048.761092719484,-1.0,-1.0,0.0,1.1341544174168199,0.4488097694590624,1,0,[],3,3
US30,H4,2022-12-23 14:00:00,BUY,closed,,2022-12-23 18:00:00,2023-01-12 14:00:00,33155.0,32790.97322011014,2.0,2.0,0.0,0.9587206746316759,3.1398788856848294,72,0,"[1, 2, 3]",0,3
US30,H4,2022-12-28 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-12-29 14:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-12-30 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2022-12-30 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2023-01-03 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2023-01-04 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2023-01-05 10:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2023-01-06 10:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2023-01-17 10:00:00,SELL,closed,,2023-01-17 14:00:00,2023-01-18 14:00:00,34167.0,34314.324604576424,2.0,2.0,0.0,0.665197780654233,4.80571457860405,7,0,"[1, 2, 3]",0,3
US30,H4,2023-01-23 03:00:00,BUY,closed,,2023-01-23 07:00:00,2023-01-25 14:00:00,33374.0,33165.84356493285,1.0,1.0,0.0,0.5236446327726494,2.1041866894900956,15,0,"[1, 2]",1,3
US30,H4,2023-01-25 10:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2023-01-25 18:00:00,BUY,closed,,2023-01-25 22:00:00,2023-01-30 11:00:00,33714.0,33428.67074607307,0.3333333333333333,0.3333333333333333,0.0,0.2979014553543368,1.5911442438925756,16,0,[1],2,3
US30,H4,2023-01-30 07:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2023-01-31 14:00:00,BUY,closed,,2023-01-31 18:00:00,2023-02-01 18:00:00,33869.0,33584.08892684854,-1.0,-1.0,0.0,1.0564699949025422,1.6777164703103493,7,1,[],3,3
US30,H4,2023-02-01 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2023-02-01 18:00:00,BUY,closed,,2023-02-01 22:00:00,2023-02-07 18:00:00,34063.0,33634.54010211183,-1.0,-1.0,0.0,1.0082623884505393,0.4387808542331051,24,0,[],3,3
US30,H4,2023-02-03 06:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
