Info | CBot instance [MA Cross, BTCUSD, m20] started.
09/02/2026 06:00:00.272 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.35 units, which needs about $23386.98 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5166.37 budget, free margin was $10332.74). Size was cut from 0.35 to 0.07 units. Real risk on this trade is now about $20.26 (0.20% of balance) instead of the requested 1.00%.
09/02/2026 06:00:00.272 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 289.48, TP: 757.86)
09/02/2026 06:00:00.272 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 289.48, TP: 757.86) SUCCEEDED, Position PID69
09/02/2026 06:00:00.272 | Info | MA Cross: bartime=2026-02-09 05:40, executed=2026-02-09 06:00:00, market Buy placed; SL=289.48001976976803 pips, TP=757.8586917572527 pips.
09/02/2026 08:40:00.007 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.22 units, which needs about $14700.39 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5156.24 budget, free margin was $10312.47). Size was cut from 0.22 to 0.07 units. Real risk on this trade is now about $31.72 (0.31% of balance) instead of the requested 1.00%.
09/02/2026 08:40:00.007 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 453.14, TP: 1186.31)
09/02/2026 08:40:00.007 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 453.14, TP: 1186.31) SUCCEEDED, Position PID70
09/02/2026 08:40:00.007 | Info | MA Cross: bartime=2026-02-09 08:20, executed=2026-02-09 08:40:00, market Sell placed; SL=453.13580908961956 pips, TP=1186.3095481966238 pips.
09/02/2026 18:00:00.093 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.17 units, which needs about $11359.39 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5197.92 budget, free margin was $10395.84). Size was cut from 0.17 to 0.07 units. Real risk on this trade is now about $41.25 (0.40% of balance) instead of the requested 1.00%.
09/02/2026 18:00:00.093 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 589.34, TP: 1542.89)
09/02/2026 18:00:00.093 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 589.34, TP: 1542.89) SUCCEEDED, Position PID71
09/02/2026 18:00:00.093 | Info | MA Cross: bartime=2026-02-09 17:40, executed=2026-02-09 18:00:00, market Buy placed; SL=589.339846790965 pips, TP=1542.8917188987464 pips.
10/02/2026 02:40:00.005 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.36 units, which needs about $24055.18 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5174.93 budget, free margin was $10349.85). Size was cut from 0.36 to 0.07 units. Real risk on this trade is now about $19.72 (0.19% of balance) instead of the requested 1.00%.
10/02/2026 02:40:00.005 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 281.75, TP: 737.63)
10/02/2026 02:40:00.005 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 281.75, TP: 737.63) SUCCEEDED, Position PID72
10/02/2026 02:40:00.005 | Info | MA Cross: bartime=2026-02-10 02:20, executed=2026-02-10 02:40:00, market Sell placed; SL=281.7544005278358 pips, TP=737.6330205818741 pips.
10/02/2026 17:00:00.212 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.19 units, which needs about $12695.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5201.78 budget, free margin was $10403.56). Size was cut from 0.19 to 0.07 units. Real risk on this trade is now about $37.58 (0.36% of balance) instead of the requested 1.00%.
10/02/2026 17:00:00.212 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 536.88, TP: 1405.55)
10/02/2026 17:00:00.212 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 536.88, TP: 1405.55) SUCCEEDED, Position PID73
10/02/2026 17:00:00.212 | Info | MA Cross: bartime=2026-02-10 16:40, executed=2026-02-10 17:00:00, market Buy placed; SL=536.8795437609133 pips, TP=1405.550645566071 pips.
10/02/2026 22:05:00.007 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.26 units, which needs about $17373.19 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5182.85 budget, free margin was $10365.70). Size was cut from 0.26 to 0.07 units. Real risk on this trade is now about $27.07 (0.26% of balance) instead of the requested 1.00%.
10/02/2026 22:05:00.007 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 386.74, TP: 1012.49)
10/02/2026 22:05:00.007 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 386.74, TP: 1012.49) SUCCEEDED, Position PID74
10/02/2026 22:05:00.007 | Info | MA Cross: bartime=2026-02-10 21:40, executed=2026-02-10 22:05:00, market Sell placed; SL=386.74328656772377 pips, TP=1012.4939242343008 pips.
11/02/2026 17:00:00.009 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.13 units, which needs about $8686.59 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5168.91 budget, free margin was $10337.82). Size was cut from 0.13 to 0.07 units. Real risk on this trade is now about $53.19 (0.51% of balance) instead of the requested 1.00%.
11/02/2026 17:00:00.009 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 759.91, TP: 1989.43)
11/02/2026 17:00:00.009 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 759.91, TP: 1989.43) SUCCEEDED, Position PID75
11/02/2026 17:00:00.009 | Info | MA Cross: bartime=2026-02-11 16:40, executed=2026-02-11 17:00:00, market Sell placed; SL=759.905475909239 pips, TP=1989.4325359303878 pips.
11/02/2026 20:20:00.008 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.22 units, which needs about $14700.39 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5142.14 budget, free margin was $10284.27). Size was cut from 0.22 to 0.07 units. Real risk on this trade is now about $32.18 (0.31% of balance) instead of the requested 1.00%.
11/02/2026 20:20:00.008 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 459.78, TP: 1203.72)
11/02/2026 20:20:00.008 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 459.78, TP: 1203.72) SUCCEEDED, Position PID76
11/02/2026 20:20:00.008 | Info | MA Cross: bartime=2026-02-11 20:00, executed=2026-02-11 20:20:00, market Buy placed; SL=459.7848789459973 pips, TP=1203.716813080621 pips.
12/02/2026 05:20:00.006 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.29 units, which needs about $19377.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5118.73 budget, free margin was $10237.46). Size was cut from 0.29 to 0.07 units. Real risk on this trade is now about $24.17 (0.24% of balance) instead of the requested 1.00%.
12/02/2026 05:20:00.006 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 345.27, TP: 903.91)
12/02/2026 05:20:00.006 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 345.27, TP: 903.91) SUCCEEDED, Position PID77
12/02/2026 05:20:00.006 | Info | MA Cross: bartime=2026-02-12 05:00, executed=2026-02-12 05:20:00, market Sell placed; SL=345.26593884980326 pips, TP=903.9062279087849 pips.
12/02/2026 11:20:00.006 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.32 units, which needs about $21382.38 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5106.63 budget, free margin was $10213.25). Size was cut from 0.32 to 0.07 units. Real risk on this trade is now about $21.85 (0.21% of balance) instead of the requested 1.00%.
12/02/2026 11:20:00.006 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 312.07, TP: 817.01)
12/02/2026 11:20:00.006 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 312.07, TP: 817.01) SUCCEEDED, Position PID78
12/02/2026 11:20:00.006 | Info | MA Cross: bartime=2026-02-12 11:00, executed=2026-02-12 11:20:00, market Buy placed; SL=312.07219780546745 pips, TP=817.0050138547138 pips.
12/02/2026 17:00:00.007 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.14 units, which needs about $9354.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5095.61 budget, free margin was $10191.21). Size was cut from 0.14 to 0.07 units. Real risk on this trade is now about $47.62 (0.47% of balance) instead of the requested 1.00%.
12/02/2026 17:00:00.007 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 680.27, TP: 1780.94)
12/02/2026 17:00:00.007 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 680.27, TP: 1780.94) SUCCEEDED, Position PID79
12/02/2026 17:00:00.007 | Info | MA Cross: bartime=2026-02-12 16:40, executed=2026-02-12 17:00:00, market Sell placed; SL=680.2691087350795 pips, TP=1780.9445266684381 pips.
13/02/2026 02:00:00.005 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.31 units, which needs about $20714.18 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5069.15 budget, free margin was $10138.30). Size was cut from 0.31 to 0.07 units. Real risk on this trade is now about $22.48 (0.22% of balance) instead of the requested 1.00%.
13/02/2026 02:00:00.005 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 321.09, TP: 840.61)
13/02/2026 02:00:00.005 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 321.09, TP: 840.61) SUCCEEDED, Position PID80
13/02/2026 02:00:00.005 | Info | MA Cross: bartime=2026-02-13 01:40, executed=2026-02-13 02:00:00, market Buy placed; SL=321.0890192713114 pips, TP=840.6110524522932 pips.
14/02/2026 02:30:00.002 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.72 units, which needs about $48110.36 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5057.63 budget, free margin was $10115.26). Size was cut from 0.72 to 0.07 units. Real risk on this trade is now about $9.76 (0.10% of balance) instead of the requested 1.00%.
14/02/2026 02:30:00.002 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 139.49, TP: 365.17)
14/02/2026 02:30:00.002 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 139.49, TP: 365.17) SUCCEEDED, Position PID81
14/02/2026 02:30:00.002 | Info | MA Cross: bartime=2026-02-14 02:00, executed=2026-02-14 02:30:00, market Sell placed; SL=139.4853035095992 pips, TP=365.17252458813067 pips.
14/02/2026 05:20:00.003 | Info | MA Cross: bartime=2026-02-14 05:00, Sell signal skipped: already have same-direction exposure open.
14/02/2026 08:20:00.002 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.36 units, which needs about $24055.18 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5052.71 budget, free margin was $10105.42). Size was cut from 0.36 to 0.07 units. Real risk on this trade is now about $19.30 (0.19% of balance) instead of the requested 1.00%.
14/02/2026 08:20:00.002 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 275.74, TP: 721.89)
14/02/2026 08:20:00.002 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 275.74, TP: 721.89) SUCCEEDED, Position PID82
14/02/2026 08:20:00.002 | Info | MA Cross: bartime=2026-02-14 08:00, executed=2026-02-14 08:20:00, market Buy placed; SL=275.74200411752713 pips, TP=721.892566779686 pips.
14/02/2026 19:20:00.000 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.50 units, which needs about $33409.97 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5078.00 budget, free margin was $10155.99). Size was cut from 0.50 to 0.07 units. Real risk on this trade is now about $14.12 (0.14% of balance) instead of the requested 1.00%.
14/02/2026 19:20:00.000 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 201.76, TP: 528.22)
14/02/2026 19:20:00.000 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 201.76, TP: 528.22) SUCCEEDED, Position PID83
14/02/2026 19:20:00.000 | Info | MA Cross: bartime=2026-02-14 19:00, executed=2026-02-14 19:20:00, market Sell placed; SL=201.76411097502938 pips, TP=528.2184425326269 pips.
14/02/2026 20:40:00.001 | Info | MA Cross: bartime=2026-02-14 20:20, reversal - closing existing Sell position 83 before opening opposite direction.
14/02/2026 20:40:00.001 | Trade | Closing position PID83 (Volume: 0.07)
14/02/2026 20:40:00.001 | Trade | → Closing position PID83 (Volume: 0.07) SUCCEEDED
14/02/2026 20:40:00.001 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.59 units, which needs about $39423.77 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5074.72 budget, free margin was $10149.43). Size was cut from 0.59 to 0.07 units. Real risk on this trade is now about $11.94 (0.12% of balance) instead of the requested 1.00%.
14/02/2026 20:40:00.001 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 170.61, TP: 446.67)
14/02/2026 20:40:00.001 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 170.61, TP: 446.67) SUCCEEDED, Position PID84
14/02/2026 20:40:00.001 | Info | MA Cross: bartime=2026-02-14 20:20, executed=2026-02-14 20:40:00, market Buy placed; SL=170.61345985537207 pips, TP=446.66603790136406 pips.
15/02/2026 02:20:00.003 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.40 units, which needs about $26727.98 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5068.45 budget, free margin was $10136.89). Size was cut from 0.40 to 0.07 units. Real risk on this trade is now about $17.33 (0.17% of balance) instead of the requested 1.00%.
15/02/2026 02:20:00.003 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 247.57, TP: 648.13)
15/02/2026 02:20:00.003 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 247.57, TP: 648.13) SUCCEEDED, Position PID85
15/02/2026 02:20:00.003 | Info | MA Cross: bartime=2026-02-15 02:00, executed=2026-02-15 02:20:00, market Sell placed; SL=247.5653770915749 pips, TP=648.1261572257431 pips.
15/02/2026 05:40:00.001 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.35 units, which needs about $23386.98 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5058.99 budget, free margin was $10117.97). Size was cut from 0.35 to 0.07 units. Real risk on this trade is now about $20.08 (0.20% of balance) instead of the requested 1.00%.
15/02/2026 05:40:00.001 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 286.89, TP: 751.08)
15/02/2026 05:40:00.001 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 286.89, TP: 751.08) SUCCEEDED, Position PID86
15/02/2026 05:40:00.001 | Info | MA Cross: bartime=2026-02-15 05:20, executed=2026-02-15 05:40:00, market Buy placed; SL=286.8891457637568 pips, TP=751.0757836095153 pips.
15/02/2026 13:40:00.000 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.24 units, which needs about $16036.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5047.92 budget, free margin was $10095.83). Size was cut from 0.24 to 0.07 units. Real risk on this trade is now about $29.02 (0.29% of balance) instead of the requested 1.00%.
15/02/2026 13:40:00.000 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 414.61, TP: 1085.45)
15/02/2026 13:40:00.000 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 414.61, TP: 1085.45) SUCCEEDED, Position PID87
15/02/2026 13:40:00.000 | Info | MA Cross: bartime=2026-02-15 13:20, executed=2026-02-15 13:40:00, market Sell placed; SL=414.61183351422886 pips, TP=1085.4537801402512 pips.
16/02/2026 01:00:00.209 | Info | MA Cross: bartime=2026-02-16 00:40, reversal - closing existing Sell position 87 before opening opposite direction.
16/02/2026 01:00:00.209 | Trade | Closing position PID87 (Volume: 0.07)
16/02/2026 01:00:00.209 | Trade | → Closing position PID87 (Volume: 0.07) SUCCEEDED
16/02/2026 01:00:00.209 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.35 units, which needs about $23386.98 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5053.47 budget, free margin was $10106.93). Size was cut from 0.35 to 0.07 units. Real risk on this trade is now about $20.02 (0.20% of balance) instead of the requested 1.00%.
16/02/2026 01:00:00.209 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 285.98, TP: 748.69)
16/02/2026 01:00:00.209 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 285.98, TP: 748.69) SUCCEEDED, Position PID88
16/02/2026 01:00:00.209 | Info | MA Cross: bartime=2026-02-16 00:40, executed=2026-02-16 01:00:00, market Buy placed; SL=285.97856775670704 pips, TP=748.691890387059 pips.
16/02/2026 03:00:00.005 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.38 units, which needs about $25391.58 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5043.44 budget, free margin was $10086.87). Size was cut from 0.38 to 0.07 units. Real risk on this trade is now about $18.36 (0.18% of balance) instead of the requested 1.00%.
16/02/2026 03:00:00.005 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 262.27, TP: 686.63)
16/02/2026 03:00:00.005 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 262.27, TP: 686.63) SUCCEEDED, Position PID89
16/02/2026 03:00:00.005 | Info | MA Cross: bartime=2026-02-16 02:40, executed=2026-02-16 03:00:00, market Sell placed; SL=262.2709224660157 pips, TP=686.625275016029 pips.
16/02/2026 10:00:00.009 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.60 units, which needs about $40091.97 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5034.19 budget, free margin was $10068.38). Size was cut from 0.60 to 0.07 units. Real risk on this trade is now about $11.63 (0.12% of balance) instead of the requested 1.00%.
16/02/2026 10:00:00.009 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 166.12, TP: 434.9)
16/02/2026 10:00:00.009 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 166.12, TP: 434.9) SUCCEEDED, Position PID90
16/02/2026 10:00:00.009 | Info | MA Cross: bartime=2026-02-16 09:40, executed=2026-02-16 10:00:00, market Buy placed; SL=166.1181275323226 pips, TP=434.89725787962055 pips.
16/02/2026 16:00:00.007 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.19 units, which needs about $12695.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5028.35 budget, free margin was $10056.70). Size was cut from 0.19 to 0.07 units. Real risk on this trade is now about $36.98 (0.37% of balance) instead of the requested 1.00%.
16/02/2026 16:00:00.007 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 528.23, TP: 1382.9)
16/02/2026 16:00:00.007 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 528.23, TP: 1382.9) SUCCEEDED, Position PID91
16/02/2026 16:00:00.007 | Info | MA Cross: bartime=2026-02-16 15:40, executed=2026-02-16 16:00:00, market Sell placed; SL=528.229316994915 pips, TP=1382.9043518926876 pips.
16/02/2026 23:20:00.208 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.38 units, which needs about $25391.58 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5009.81 budget, free margin was $10019.61). Size was cut from 0.38 to 0.07 units. Real risk on this trade is now about $18.42 (0.18% of balance) instead of the requested 1.00%.
16/02/2026 23:20:00.208 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 263.12, TP: 688.85)
16/02/2026 23:20:00.208 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 263.12, TP: 688.85) SUCCEEDED, Position PID92
16/02/2026 23:20:00.208 | Info | MA Cross: bartime=2026-02-16 23:00, executed=2026-02-16 23:20:00, market Buy placed; SL=263.12200891311653 pips, TP=688.853419334539 pips.
17/02/2026 06:20:01.083 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.39 units, which needs about $26059.78 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5000.53 budget, free margin was $10001.06). Size was cut from 0.39 to 0.07 units. Real risk on this trade is now about $17.78 (0.18% of balance) instead of the requested 1.00%.
17/02/2026 06:20:01.083 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 253.94, TP: 664.81)
17/02/2026 06:20:01.083 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 253.94, TP: 664.81) SUCCEEDED, Position PID93
17/02/2026 06:20:01.083 | Info | MA Cross: bartime=2026-02-17 06:00, executed=2026-02-17 06:20:01, market Sell placed; SL=253.93950696441232 pips, TP=664.8136292328314 pips.
18/02/2026 00:00:00.009 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.49 units, which needs about $32741.78 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5023.90 budget, free margin was $10047.79). Size was cut from 0.49 to 0.07 units. Real risk on this trade is now about $14.29 (0.14% of balance) instead of the requested 1.00%.
18/02/2026 00:00:00.009 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 204.09, TP: 534.31)
18/02/2026 00:00:00.009 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 204.09, TP: 534.31) SUCCEEDED, Position PID94
18/02/2026 00:00:00.009 | Info | MA Cross: bartime=2026-02-17 23:40, executed=2026-02-18 00:00:00, market Sell placed; SL=204.08962483948937 pips, TP=534.3066378297832 pips.
18/02/2026 00:40:00.207 | Info | MA Cross: bartime=2026-02-18 00:20, reversal - closing existing Sell position 94 before opening opposite direction.
18/02/2026 00:40:00.207 | Trade | Closing position PID94 (Volume: 0.07)
18/02/2026 00:40:00.207 | Trade | → Closing position PID94 (Volume: 0.07) SUCCEEDED
18/02/2026 00:40:00.207 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.54 units, which needs about $36082.77 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5021.39 budget, free margin was $10042.77). Size was cut from 0.54 to 0.07 units. Real risk on this trade is now about $12.80 (0.13% of balance) instead of the requested 1.00%.
18/02/2026 00:40:00.207 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 182.8, TP: 478.58)
18/02/2026 00:40:00.207 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 182.8, TP: 478.58) SUCCEEDED, Position PID95
18/02/2026 00:40:00.207 | Info | MA Cross: bartime=2026-02-18 00:20, executed=2026-02-18 00:40:00, market Buy placed; SL=182.80335989727243 pips, TP=478.5791962110592 pips.
18/02/2026 01:00:00.008 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.48 units, which needs about $32073.58 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5014.89 budget, free margin was $10029.78). Size was cut from 0.48 to 0.07 units. Real risk on this trade is now about $14.41 (0.14% of balance) instead of the requested 1.00%.
18/02/2026 01:00:00.008 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 205.85, TP: 538.92)
18/02/2026 01:00:00.008 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 205.85, TP: 538.92) SUCCEEDED, Position PID96
18/02/2026 01:00:00.008 | Info | MA Cross: bartime=2026-02-18 00:40, executed=2026-02-18 01:00:00, market Sell placed; SL=205.85268791781564 pips, TP=538.9223369688414 pips.
18/02/2026 06:20:00.206 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.53 units, which needs about $35414.57 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5007.51 budget, free margin was $10015.01). Size was cut from 0.53 to 0.07 units. Real risk on this trade is now about $13.08 (0.13% of balance) instead of the requested 1.00%.
18/02/2026 06:20:00.206 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 186.88, TP: 489.25)
18/02/2026 06:20:00.206 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 186.88, TP: 489.25) SUCCEEDED, Position PID97
18/02/2026 06:20:00.206 | Info | MA Cross: bartime=2026-02-18 06:00, executed=2026-02-18 06:20:00, market Buy placed; SL=186.87790336145764 pips, TP=489.2463510002961 pips.
18/02/2026 13:20:00.210 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.41 units, which needs about $27396.18 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5024.64 budget, free margin was $10049.27). Size was cut from 0.41 to 0.07 units. Real risk on this trade is now about $16.80 (0.17% of balance) instead of the requested 1.00%.
18/02/2026 13:20:00.210 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 239.97, TP: 628.24)
18/02/2026 13:20:00.210 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 239.97, TP: 628.24) SUCCEEDED, Position PID98
18/02/2026 13:20:00.210 | Info | MA Cross: bartime=2026-02-18 13:00, executed=2026-02-18 13:20:00, market Sell placed; SL=239.97100199336384 pips, TP=628.2440832186265 pips.
19/02/2026 03:40:00.065 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.53 units, which needs about $35414.57 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5046.66 budget, free margin was $10093.32). Size was cut from 0.53 to 0.07 units. Real risk on this trade is now about $13.13 (0.13% of balance) instead of the requested 1.00%.
19/02/2026 03:40:00.065 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 187.61, TP: 491.15)
19/02/2026 03:40:00.065 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 187.61, TP: 491.15) SUCCEEDED, Position PID99
19/02/2026 03:40:00.065 | Info | MA Cross: bartime=2026-02-19 03:20, executed=2026-02-19 03:40:00, market Buy placed; SL=187.6052097795451 pips, TP=491.15043920284904 pips.
19/02/2026 12:20:00.007 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.47 units, which needs about $31405.38 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5040.04 budget, free margin was $10080.08). Size was cut from 0.47 to 0.07 units. Real risk on this trade is now about $14.82 (0.15% of balance) instead of the requested 1.00%.
19/02/2026 12:20:00.007 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 211.76, TP: 554.37)
19/02/2026 12:20:00.007 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 211.76, TP: 554.37) SUCCEEDED, Position PID100
19/02/2026 12:20:00.007 | Info | MA Cross: bartime=2026-02-19 12:00, executed=2026-02-19 12:20:00, market Sell placed; SL=211.7550727526887 pips, TP=554.374780466539 pips.
19/02/2026 19:40:00.008 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.25 units, which needs about $16704.99 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5059.49 budget, free margin was $10118.97). Size was cut from 0.25 to 0.07 units. Real risk on this trade is now about $28.25 (0.28% of balance) instead of the requested 1.00%.
19/02/2026 19:40:00.008 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 403.55, TP: 1056.49)
19/02/2026 19:40:00.008 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 403.55, TP: 1056.49) SUCCEEDED, Position PID101
19/02/2026 19:40:00.008 | Info | MA Cross: bartime=2026-02-19 19:20, executed=2026-02-19 19:40:00, market Buy placed; SL=403.548821840656 pips, TP=1056.4908155788373 pips.
20/02/2026 14:00:00.214 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.26 units, which needs about $17373.19 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5094.59 budget, free margin was $10189.18). Size was cut from 0.26 to 0.07 units. Real risk on this trade is now about $27.13 (0.27% of balance) instead of the requested 1.00%.
20/02/2026 14:00:00.214 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 387.63, TP: 1014.82)
